Age,Health Challenge,Class Participation,Academic Performance before Jamb/Waec,Study Habits,Assignment/Homework Completion,Extracurricular Involvement,Disciplinary Issue,Attendance Status,Motivation for Jamb/Waec,Resource Access (1-3),Understanding of Material (1-3),Time Management (1-3),Tutorial Hours for Jamb/Waec,Daily Self Study Hours for Jamb/Waec,Jamb Score,Family Income Range,Parent Education Level,Living Conditions,Parent Engagement with School/Teachers,Exam Status
25,No,Rarely,Good,Poor,Sometimes,High,Yes,Irregular,Low,2,1,3,46,5,159,Low,Secondary,Poor,Moderate,Fail
24,Yes,Rarely,Poor,Average,Rarely,Low,No,Very Poor,Moderate,3,1,3,8,1,295,High,Tertiary,Moderate,Moderate,Pass
16,Yes,Active,Excellent,Poor,Rarely,High,Yes,Irregular,Low,1,2,2,10,4,279,High,Secondary,Moderate,Low,Pass
27,Yes,Moderate,Fair,Average,Always,Low,No,Regular,Moderate,1,2,3,8,0,378,Medium,Secondary,Moderate,High,Pass
20,Yes,Rarely,Poor,Good,Sometimes,High,Yes,Irregular,Low,1,2,1,34,1,202,Medium,Primary,Good,Moderate,Pass
25,Yes,Rarely,Fair,Average,Always,Moderate,Yes,Very Poor,High,3,1,1,87,8,264,Medium,Tertiary,Good,Moderate,Pass
24,Yes,Rarely,Good,Poor,Rarely,Low,No,Very Poor,High,1,1,3,3,4,225,Low,Primary,Poor,Low,Pass
27,Yes,Moderate,Excellent,Average,Sometimes,High,No,Irregular,Low,2,3,1,82,3,219,Medium,Secondary,Moderate,Moderate,Pass
20,No,Active,Poor,Average,Sometimes,High,Yes,Irregular,Moderate,1,2,1,34,7,238,Medium,Secondary,Poor,High,Pass
20,Yes,Active,Excellent,Average,Always,None,No,Very Poor,Moderate,3,2,1,15,12,212,High,Primary,Good,High,Pass
27,No,Active,Excellent,Good,Rarely,High,Yes,Very Poor,Low,3,2,3,21,0,233,Medium,Tertiary,Moderate,High,Pass
24,Yes,Rarely,Fair,Good,Always,Moderate,No,Irregular,Low,3,1,2,20,12,356,High,Tertiary,Moderate,Low,Pass
27,No,Rarely,Fair,Poor,Rarely,Low,Yes,Very Poor,Low,1,1,3,51,8,104,High,Primary,Moderate,Moderate,Fail
28,Yes,Active,Fair,Average,Rarely,High,Yes,Very Poor,Moderate,3,2,1,68,12,350,High,Tertiary,Poor,High,Pass
18,No,Moderate,Good,Average,Rarely,Low,Yes,Irregular,High,3,1,2,61,12,294,Low,Tertiary,Moderate,High,Pass
27,Yes,Moderate,Good,Poor,Sometimes,Moderate,Yes,Regular,Low,1,1,1,16,7,227,Medium,Secondary,Poor,Low,Pass
28,No,Moderate,Poor,Poor,Sometimes,High,No,Very Poor,Low,2,2,2,82,10,303,Medium,Tertiary,Good,High,Pass
26,Yes,Moderate,Excellent,Poor,Sometimes,Moderate,No,Regular,Moderate,3,3,1,69,0,103,Medium,Tertiary,Moderate,High,Fail
25,No,Moderate,Poor,Average,Sometimes,High,No,Very Poor,Moderate,3,3,1,55,6,206,Low,Secondary,Good,High,Pass
22,Yes,Active,Poor,Good,Always,High,No,Regular,High,3,2,2,77,6,262,Low,Primary,Moderate,High,Pass
30,No,Moderate,Poor,Good,Always,None,Yes,Irregular,Moderate,2,1,3,51,6,283,High,Primary,Poor,Low,Pass
24,Yes,Rarely,Fair,Average,Always,None,No,Regular,Moderate,1,1,1,17,3,127,High,Tertiary,Poor,Low,Fail
27,No,Rarely,Excellent,Poor,Rarely,Low,No,Very Poor,High,1,3,3,26,7,272,Medium,Tertiary,Good,Moderate,Pass
28,No,Moderate,Fair,Good,Sometimes,Moderate,No,Very Poor,Moderate,2,1,3,7,6,303,Low,Secondary,Poor,Low,Pass
17,No,Moderate,Excellent,Good,Rarely,None,Yes,Very Poor,Low,2,2,1,46,7,121,Medium,Secondary,Good,Low,Fail
21,Yes,Rarely,Fair,Poor,Sometimes,Low,No,Very Poor,Low,1,3,2,13,4,205,Low,Primary,Moderate,Low,Pass
17,Yes,Moderate,Excellent,Good,Sometimes,Low,No,Regular,High,2,1,3,36,9,176,Low,Primary,Good,Moderate,Fail
19,Yes,Rarely,Excellent,Average,Always,None,No,Regular,Low,1,1,2,58,0,359,Low,Tertiary,Good,Moderate,Pass
21,No,Rarely,Excellent,Good,Always,None,Yes,Regular,Low,3,3,1,91,4,390,Medium,Tertiary,Poor,High,Pass
30,Yes,Active,Poor,Poor,Always,Moderate,Yes,Regular,Low,3,3,3,23,5,217,Low,Primary,Good,Low,Pass
21,Yes,Rarely,Poor,Poor,Always,High,Yes,Very Poor,Moderate,3,1,1,37,6,229,Low,Primary,Poor,Low,Pass
16,No,Rarely,Fair,Good,Always,Low,Yes,Very Poor,High,2,2,3,57,3,269,Low,Primary,Poor,High,Pass
26,Yes,Rarely,Fair,Average,Rarely,Moderate,No,Regular,High,3,1,3,62,7,342,High,Tertiary,Poor,Low,Pass
20,No,Active,Fair,Average,Always,Low,No,Regular,High,2,2,2,76,4,162,Medium,Tertiary,Moderate,Low,Fail
22,No,Active,Fair,Poor,Rarely,Moderate,Yes,Very Poor,Moderate,1,1,3,53,2,374,Medium,Primary,Moderate,High,Pass
17,No,Active,Fair,Average,Always,Low,Yes,Regular,Moderate,1,1,2,67,5,265,Low,Tertiary,Poor,Moderate,Pass
28,No,Rarely,Good,Good,Sometimes,Moderate,Yes,Regular,High,2,2,3,81,6,135,Low,Secondary,Poor,Moderate,Fail
28,Yes,Rarely,Good,Average,Sometimes,High,Yes,Regular,Moderate,2,2,3,5,7,117,Low,Tertiary,Poor,Low,Fail
24,No,Moderate,Excellent,Poor,Always,None,No,Very Poor,Low,3,2,3,19,10,235,Low,Primary,Moderate,Low,Pass
22,No,Active,Poor,Poor,Rarely,Moderate,No,Irregular,Moderate,3,3,1,56,8,302,Medium,Secondary,Moderate,High,Pass
28,No,Rarely,Good,Average,Sometimes,Low,No,Regular,Low,3,3,3,55,4,270,Low,Tertiary,Good,High,Pass
22,No,Moderate,Good,Good,Sometimes,Moderate,No,Regular,Moderate,3,2,3,7,12,350,High,Tertiary,Good,Moderate,Pass
28,Yes,Active,Poor,Average,Sometimes,Moderate,Yes,Irregular,Low,3,1,1,16,12,233,Low,Tertiary,Moderate,Moderate,Pass
21,No,Moderate,Excellent,Good,Rarely,Low,No,Irregular,High,3,2,2,87,2,103,Medium,Primary,Good,Moderate,Fail
24,Yes,Moderate,Excellent,Poor,Rarely,None,No,Irregular,Moderate,3,1,1,23,6,155,Low,Primary,Good,Moderate,Fail
18,Yes,Rarely,Excellent,Poor,Rarely,High,No,Regular,High,2,2,3,6,10,358,High,Tertiary,Moderate,High,Pass
19,Yes,Rarely,Fair,Good,Rarely,High,Yes,Very Poor,Moderate,2,2,2,63,5,350,High,Tertiary,Poor,High,Pass
29,Yes,Active,Poor,Average,Rarely,None,Yes,Irregular,Low,1,2,2,21,10,350,Medium,Secondary,Good,Moderate,Pass
20,Yes,Rarely,Poor,Average,Sometimes,None,No,Regular,High,1,2,1,82,3,358,High,Primary,Poor,Moderate,Pass
27,Yes,Active,Excellent,Good,Rarely,Low,Yes,Very Poor,High,3,3,2,67,4,263,High,Secondary,Moderate,High,Pass
24,Yes,Moderate,Poor,Average,Rarely,Low,Yes,Very Poor,Moderate,3,1,3,65,4,296,Low,Primary,Moderate,Low,Pass
30,No,Rarely,Poor,Average,Always,Low,Yes,Regular,Moderate,2,2,3,26,8,105,Low,Secondary,Good,Low,Fail
17,Yes,Active,Good,Poor,Rarely,Low,Yes,Irregular,Moderate,3,1,3,10,12,140,Medium,Tertiary,Good,High,Fail
18,No,Rarely,Excellent,Good,Sometimes,High,No,Irregular,Low,1,3,3,3,12,246,Low,Secondary,Poor,Moderate,Pass
25,Yes,Rarely,Excellent,Poor,Sometimes,None,No,Very Poor,Low,3,2,2,27,5,308,High,Secondary,Poor,Low,Pass
30,Yes,Active,Poor,Good,Sometimes,Low,Yes,Regular,Moderate,3,3,3,34,11,244,Medium,Secondary,Good,Low,Pass
20,No,Active,Fair,Good,Rarely,None,Yes,Irregular,Low,3,1,3,94,10,166,High,Secondary,Good,Low,Fail
30,Yes,Moderate,Excellent,Good,Sometimes,None,Yes,Regular,Moderate,2,1,3,66,3,228,High,Tertiary,Good,Low,Pass
21,Yes,Active,Fair,Good,Sometimes,High,Yes,Regular,Low,3,2,3,57,5,303,Low,Tertiary,Good,Moderate,Pass
19,No,Moderate,Excellent,Average,Rarely,Low,Yes,Regular,Moderate,3,3,1,27,4,264,High,Tertiary,Moderate,Low,Pass
20,Yes,Rarely,Excellent,Average,Always,None,Yes,Regular,Low,1,2,3,15,12,138,Low,Primary,Poor,Moderate,Fail
20,Yes,Active,Poor,Poor,Always,None,Yes,Irregular,Low,3,1,1,43,1,178,Low,Tertiary,Moderate,High,Fail
20,Yes,Rarely,Poor,Good,Rarely,Low,Yes,Irregular,Moderate,1,2,3,80,2,207,Low,Secondary,Moderate,Moderate,Pass
23,Yes,Rarely,Good,Poor,Always,Moderate,Yes,Regular,Low,1,2,1,44,11,221,High,Primary,Moderate,High,Pass
17,No,Active,Good,Poor,Always,Moderate,No,Irregular,Low,1,3,3,18,3,295,Medium,Secondary,Poor,High,Pass
18,No,Rarely,Excellent,Poor,Sometimes,High,No,Very Poor,Moderate,1,2,3,78,9,392,High,Secondary,Moderate,Moderate,Pass
21,Yes,Rarely,Excellent,Poor,Rarely,Moderate,Yes,Irregular,Moderate,1,3,2,52,8,202,High,Tertiary,Moderate,Low,Pass
25,No,Active,Good,Poor,Always,Moderate,Yes,Very Poor,High,3,3,3,32,4,220,Medium,Primary,Good,Moderate,Pass
21,Yes,Rarely,Poor,Good,Sometimes,High,No,Regular,Moderate,2,1,1,30,7,146,Medium,Secondary,Poor,Moderate,Fail
28,No,Active,Fair,Good,Sometimes,Low,No,Very Poor,High,1,2,2,4,1,220,Medium,Primary,Poor,Moderate,Pass
18,Yes,Active,Excellent,Poor,Sometimes,High,Yes,Regular,Low,2,3,3,34,5,145,Low,Primary,Poor,Moderate,Fail
22,Yes,Rarely,Good,Good,Always,None,Yes,Irregular,Low,1,3,3,64,4,276,Medium,Secondary,Moderate,High,Pass
24,Yes,Rarely,Fair,Poor,Always,High,Yes,Very Poor,High,3,2,2,84,1,213,High,Tertiary,Good,High,Pass
20,Yes,Rarely,Excellent,Poor,Sometimes,None,Yes,Irregular,Low,1,3,1,79,0,222,High,Primary,Moderate,Moderate,Pass
23,Yes,Moderate,Poor,Average,Always,High,No,Irregular,High,3,2,3,66,2,195,High,Secondary,Moderate,Low,Fail
22,Yes,Rarely,Excellent,Average,Rarely,Low,No,Very Poor,High,3,3,3,15,10,326,High,Secondary,Moderate,Low,Pass
23,Yes,Moderate,Poor,Poor,Sometimes,Moderate,Yes,Regular,Low,2,3,3,19,3,109,High,Primary,Good,Moderate,Fail
23,Yes,Moderate,Good,Good,Always,Moderate,No,Regular,High,1,1,1,22,4,105,High,Secondary,Good,Moderate,Fail
24,No,Rarely,Poor,Average,Sometimes,Low,Yes,Regular,Moderate,1,2,2,50,3,229,Medium,Tertiary,Moderate,Low,Pass
26,Yes,Active,Excellent,Poor,Always,None,No,Regular,Low,2,2,2,64,3,351,Low,Tertiary,Good,High,Pass
29,No,Moderate,Poor,Poor,Rarely,High,No,Irregular,Moderate,3,3,1,87,3,207,Medium,Primary,Good,Low,Pass
23,Yes,Moderate,Good,Average,Rarely,Moderate,No,Very Poor,Low,3,2,1,82,4,387,Low,Tertiary,Good,High,Pass
16,No,Rarely,Good,Good,Always,None,No,Very Poor,Low,1,1,2,9,9,102,Medium,Tertiary,Moderate,Moderate,Fail
21,Yes,Active,Fair,Poor,Always,High,No,Very Poor,Moderate,2,2,3,97,1,394,Low,Secondary,Poor,Low,Pass
30,No,Rarely,Good,Good,Rarely,None,Yes,Irregular,Moderate,1,1,3,38,11,116,Low,Primary,Good,Low,Fail
28,Yes,Active,Excellent,Poor,Sometimes,Low,Yes,Very Poor,Low,3,3,1,95,5,137,Low,Primary,Moderate,Moderate,Fail
26,Yes,Active,Poor,Good,Sometimes,High,Yes,Irregular,Low,2,2,3,37,7,206,Low,Secondary,Moderate,Low,Pass
27,No,Rarely,Good,Average,Rarely,None,No,Regular,Low,2,3,2,91,7,313,Medium,Secondary,Poor,Moderate,Pass
17,Yes,Moderate,Good,Average,Always,High,Yes,Irregular,High,2,3,1,98,11,204,High,Tertiary,Moderate,Low,Pass
24,Yes,Active,Fair,Average,Always,None,No,Regular,High,3,3,1,21,12,356,High,Tertiary,Good,High,Pass
24,Yes,Active,Fair,Average,Sometimes,High,Yes,Regular,Low,1,1,3,72,5,253,High,Primary,Poor,Moderate,Pass
21,No,Rarely,Poor,Poor,Rarely,Low,Yes,Regular,Low,2,2,3,4,5,330,Medium,Primary,Good,Moderate,Pass
16,Yes,Active,Fair,Average,Always,Low,Yes,Irregular,Low,1,3,3,40,9,156,Medium,Secondary,Moderate,Moderate,Fail
18,No,Rarely,Poor,Average,Rarely,Moderate,No,Regular,Low,2,1,3,75,4,275,Medium,Primary,Moderate,High,Pass
19,Yes,Active,Poor,Average,Rarely,Low,Yes,Very Poor,High,1,1,3,85,0,183,Low,Secondary,Poor,High,Fail
19,No,Active,Poor,Poor,Sometimes,Moderate,Yes,Very Poor,High,3,3,3,36,4,399,Low,Primary,Poor,Moderate,Pass
28,Yes,Rarely,Fair,Good,Sometimes,High,No,Very Poor,Moderate,1,2,3,73,1,314,High,Primary,Poor,Low,Pass
28,No,Rarely,Good,Poor,Rarely,High,Yes,Very Poor,Moderate,2,2,1,17,7,204,Medium,Secondary,Moderate,High,Pass
21,Yes,Active,Excellent,Good,Rarely,Moderate,Yes,Very Poor,Low,3,3,2,4,5,102,Medium,Primary,Good,Moderate,Fail
17,Yes,Rarely,Good,Good,Rarely,Low,No,Very Poor,Low,3,1,2,42,11,125,Low,Primary,Good,High,Fail
25,Yes,Moderate,Fair,Average,Rarely,High,Yes,Very Poor,Moderate,1,2,2,85,4,209,High,Secondary,Moderate,Low,Pass
28,Yes,Rarely,Poor,Poor,Always,None,Yes,Irregular,Low,3,3,2,23,9,266,Low,Tertiary,Moderate,High,Pass
20,No,Active,Excellent,Poor,Rarely,High,No,Regular,Low,3,3,1,3,11,320,Low,Secondary,Moderate,Low,Pass
28,Yes,Rarely,Poor,Good,Always,Moderate,No,Irregular,Moderate,3,2,1,78,2,214,Medium,Primary,Poor,Low,Pass
24,Yes,Rarely,Good,Poor,Sometimes,None,Yes,Irregular,High,3,1,3,28,10,358,Medium,Primary,Moderate,Moderate,Pass
28,Yes,Active,Good,Poor,Always,High,No,Very Poor,Moderate,1,1,1,90,1,359,High,Primary,Good,High,Pass
26,Yes,Moderate,Fair,Poor,Always,High,No,Irregular,High,2,2,2,90,12,290,Medium,Primary,Moderate,High,Pass
28,No,Moderate,Poor,Poor,Sometimes,Low,Yes,Irregular,Low,3,1,2,97,11,173,Medium,Primary,Moderate,Low,Fail
25,No,Active,Good,Average,Rarely,High,No,Irregular,Moderate,3,1,1,60,5,224,Medium,Tertiary,Moderate,High,Pass
28,Yes,Rarely,Excellent,Good,Sometimes,Low,Yes,Irregular,Moderate,2,1,1,82,7,162,Low,Primary,Good,Low,Fail
28,Yes,Rarely,Excellent,Good,Always,Moderate,Yes,Very Poor,Low,2,1,2,11,6,100,Medium,Tertiary,Poor,Moderate,Fail
24,Yes,Rarely,Good,Average,Always,Low,Yes,Irregular,Moderate,3,2,3,19,7,315,Medium,Primary,Good,Moderate,Pass
22,No,Moderate,Fair,Good,Rarely,High,Yes,Regular,High,3,2,3,66,2,384,High,Tertiary,Moderate,High,Pass
28,Yes,Active,Excellent,Good,Rarely,None,No,Very Poor,Low,3,3,2,44,8,192,Low,Tertiary,Poor,High,Fail
27,No,Moderate,Excellent,Poor,Rarely,None,Yes,Regular,Low,2,1,3,21,9,269,High,Primary,Good,Moderate,Pass
30,Yes,Active,Poor,Average,Sometimes,High,No,Regular,Low,3,2,3,73,1,190,High,Tertiary,Moderate,Low,Fail
30,Yes,Active,Good,Good,Rarely,Low,No,Regular,Moderate,1,1,2,12,5,173,Low,Tertiary,Moderate,High,Fail
16,Yes,Rarely,Poor,Poor,Sometimes,Moderate,No,Irregular,Low,1,3,1,92,11,345,High,Tertiary,Poor,High,Pass
28,Yes,Rarely,Poor,Poor,Rarely,None,Yes,Very Poor,High,3,2,1,19,6,256,Medium,Secondary,Poor,Moderate,Pass
24,Yes,Rarely,Good,Poor,Rarely,Low,Yes,Irregular,Moderate,1,1,3,78,2,265,High,Tertiary,Good,High,Pass
19,No,Active,Poor,Average,Always,Low,Yes,Very Poor,Moderate,2,2,1,66,4,242,High,Tertiary,Poor,High,Pass
16,No,Rarely,Poor,Good,Rarely,Low,No,Irregular,High,1,1,3,2,5,109,High,Tertiary,Good,High,Fail
28,No,Active,Poor,Good,Rarely,Low,Yes,Very Poor,High,3,1,2,58,0,214,High,Tertiary,Poor,Moderate,Pass
17,Yes,Moderate,Excellent,Average,Always,High,Yes,Irregular,Low,3,2,2,10,12,362,High,Primary,Good,Moderate,Pass
20,No,Rarely,Excellent,Good,Rarely,Moderate,Yes,Irregular,Low,3,1,3,26,1,299,High,Tertiary,Good,Low,Pass
24,No,Active,Fair,Poor,Sometimes,None,No,Irregular,High,1,2,2,55,4,197,High,Primary,Moderate,Moderate,Fail
24,No,Rarely,Fair,Poor,Always,Moderate,No,Regular,High,3,1,2,34,1,349,High,Tertiary,Poor,Low,Pass
29,No,Moderate,Poor,Average,Always,Low,No,Very Poor,Moderate,1,1,1,63,7,389,Medium,Tertiary,Good,Moderate,Pass
18,Yes,Rarely,Good,Good,Always,Moderate,Yes,Irregular,High,2,1,3,18,11,123,Low,Primary,Poor,High,Fail
30,Yes,Rarely,Fair,Average,Sometimes,Moderate,No,Irregular,High,2,2,3,38,5,115,Low,Primary,Moderate,Low,Fail
27,Yes,Moderate,Fair,Good,Sometimes,Low,No,Very Poor,High,1,1,2,91,7,358,Low,Tertiary,Poor,Low,Pass
28,No,Active,Good,Average,Rarely,Moderate,Yes,Regular,Moderate,2,3,3,23,7,152,Low,Primary,Good,High,Fail
28,No,Active,Good,Poor,Rarely,Moderate,No,Irregular,High,2,1,3,37,0,382,Medium,Primary,Good,Moderate,Pass
28,No,Rarely,Excellent,Good,Sometimes,None,Yes,Irregular,High,2,1,2,22,10,199,High,Primary,Good,Low,Fail
30,No,Moderate,Excellent,Poor,Always,None,No,Very Poor,Low,1,2,1,100,7,124,High,Secondary,Poor,Moderate,Fail
23,No,Rarely,Good,Good,Rarely,High,No,Very Poor,Moderate,2,3,3,98,0,166,Low,Primary,Moderate,Moderate,Fail
23,Yes,Rarely,Excellent,Good,Rarely,Low,No,Very Poor,Moderate,1,3,2,3,11,199,Low,Primary,Good,Moderate,Fail
26,No,Moderate,Good,Average,Always,High,No,Irregular,Low,2,1,3,3,8,262,Medium,Tertiary,Poor,Low,Pass
18,No,Rarely,Excellent,Average,Always,None,No,Irregular,Moderate,2,3,2,2,6,268,Medium,Secondary,Moderate,Moderate,Pass
19,No,Moderate,Excellent,Poor,Sometimes,Low,No,Regular,Moderate,3,2,2,99,10,159,High,Tertiary,Good,Moderate,Fail
21,No,Active,Good,Good,Sometimes,High,Yes,Irregular,High,2,3,3,70,0,377,Low,Secondary,Poor,High,Pass
28,No,Moderate,Fair,Good,Rarely,High,No,Regular,Moderate,1,3,2,82,7,346,High,Secondary,Good,High,Pass
29,Yes,Rarely,Good,Average,Sometimes,Low,No,Very Poor,Moderate,3,2,1,64,9,269,Low,Secondary,Good,Low,Pass
24,No,Moderate,Good,Poor,Sometimes,Moderate,Yes,Very Poor,Low,3,2,2,6,1,275,Low,Primary,Moderate,High,Pass
19,Yes,Rarely,Fair,Poor,Rarely,Moderate,No,Irregular,Low,2,2,1,42,4,139,High,Tertiary,Good,Low,Fail
27,Yes,Moderate,Good,Average,Rarely,Moderate,No,Regular,Low,1,1,3,19,6,294,High,Tertiary,Good,Moderate,Pass
30,Yes,Rarely,Excellent,Average,Always,High,Yes,Regular,Moderate,1,3,3,0,12,184,High,Primary,Moderate,High,Fail
25,Yes,Moderate,Good,Poor,Sometimes,Low,No,Very Poor,Low,2,2,1,95,3,350,Medium,Tertiary,Moderate,Low,Pass
19,Yes,Moderate,Fair,Good,Sometimes,None,Yes,Very Poor,Moderate,1,1,2,15,3,338,Low,Primary,Moderate,High,Pass
28,Yes,Moderate,Poor,Average,Always,Moderate,Yes,Regular,High,1,3,3,45,10,160,Medium,Secondary,Moderate,Low,Fail
26,No,Active,Excellent,Good,Always,None,No,Very Poor,Moderate,2,1,2,81,4,265,Medium,Secondary,Good,Low,Pass
30,No,Moderate,Poor,Average,Rarely,Low,Yes,Regular,High,1,3,2,72,10,373,High,Secondary,Poor,Low,Pass
19,No,Moderate,Fair,Poor,Always,Low,Yes,Regular,High,1,1,2,35,8,170,High,Secondary,Good,Moderate,Fail
30,Yes,Active,Fair,Poor,Always,Moderate,Yes,Irregular,High,3,2,2,57,2,131,Low,Secondary,Moderate,Low,Fail
21,No,Moderate,Good,Poor,Rarely,Moderate,No,Regular,Low,3,1,3,13,0,234,Medium,Secondary,Moderate,Moderate,Pass
25,No,Rarely,Good,Average,Sometimes,None,No,Irregular,High,1,3,2,40,4,335,High,Tertiary,Moderate,Low,Pass
18,No,Active,Fair,Poor,Always,Moderate,No,Regular,Moderate,1,1,1,37,7,335,Low,Secondary,Poor,Moderate,Pass
22,No,Active,Good,Poor,Sometimes,None,Yes,Very Poor,High,2,2,2,24,1,113,Low,Tertiary,Good,Moderate,Fail
16,Yes,Rarely,Excellent,Good,Rarely,Low,Yes,Irregular,High,2,2,1,67,5,243,Medium,Primary,Good,Low,Pass
29,Yes,Rarely,Poor,Good,Sometimes,Moderate,No,Regular,High,1,3,3,38,9,110,High,Primary,Moderate,High,Fail
17,No,Moderate,Poor,Poor,Always,High,Yes,Irregular,Moderate,1,1,1,85,0,209,High,Tertiary,Good,Low,Pass
24,Yes,Moderate,Poor,Average,Sometimes,High,No,Irregular,High,1,2,3,13,11,146,Medium,Primary,Good,High,Fail
27,No,Moderate,Poor,Good,Always,Moderate,No,Irregular,Moderate,3,2,3,37,6,175,Low,Primary,Good,High,Fail
16,Yes,Moderate,Fair,Good,Rarely,Low,Yes,Irregular,Moderate,1,1,3,85,12,257,Low,Primary,Good,Low,Pass
18,Yes,Active,Fair,Good,Rarely,None,No,Very Poor,High,3,1,1,3,6,125,High,Primary,Moderate,Moderate,Fail
26,Yes,Rarely,Excellent,Good,Always,High,Yes,Irregular,Moderate,2,2,3,56,11,347,High,Primary,Poor,High,Pass
19,Yes,Rarely,Excellent,Good,Always,High,No,Very Poor,Moderate,1,3,3,23,2,244,Low,Secondary,Poor,High,Pass
16,No,Active,Good,Average,Sometimes,Low,Yes,Irregular,Low,2,2,3,1,6,373,Low,Secondary,Poor,Low,Pass
20,Yes,Active,Good,Good,Sometimes,Low,Yes,Irregular,Moderate,2,3,2,77,3,120,Low,Secondary,Poor,Low,Fail
27,No,Rarely,Excellent,Poor,Rarely,Moderate,Yes,Irregular,Low,1,3,1,44,0,362,High,Secondary,Good,High,Pass
17,No,Active,Excellent,Average,Always,Low,Yes,Very Poor,High,1,2,2,21,12,367,Low,Tertiary,Poor,Moderate,Pass
16,No,Active,Good,Average,Rarely,Moderate,Yes,Irregular,High,2,3,3,32,5,376,Medium,Primary,Moderate,Moderate,Pass
27,Yes,Moderate,Excellent,Poor,Always,Moderate,No,Irregular,Low,3,3,3,71,0,157,High,Secondary,Moderate,Low,Fail
18,Yes,Active,Fair,Average,Always,None,Yes,Irregular,High,3,3,1,87,7,242,Low,Secondary,Poor,Moderate,Pass
16,Yes,Rarely,Fair,Poor,Always,None,Yes,Very Poor,Moderate,2,2,1,39,3,383,High,Primary,Good,High,Pass
26,Yes,Moderate,Fair,Average,Always,None,Yes,Irregular,High,3,1,2,30,5,366,Medium,Secondary,Good,Low,Pass
22,Yes,Moderate,Good,Average,Rarely,None,No,Regular,Moderate,2,1,2,52,3,196,Medium,Tertiary,Good,Low,Fail
25,No,Rarely,Excellent,Average,Rarely,Low,Yes,Very Poor,Low,3,3,3,68,11,261,High,Tertiary,Moderate,Low,Pass
28,No,Moderate,Excellent,Average,Sometimes,None,No,Very Poor,Low,2,3,1,54,5,293,Low,Tertiary,Good,Low,Pass
21,Yes,Moderate,Excellent,Poor,Rarely,None,No,Regular,Moderate,3,3,2,92,6,304,Medium,Secondary,Moderate,Low,Pass
30,No,Active,Fair,Good,Sometimes,Moderate,Yes,Regular,Moderate,1,3,2,37,9,193,High,Primary,Poor,Low,Fail
22,Yes,Moderate,Poor,Poor,Sometimes,Low,No,Regular,High,2,3,3,90,10,387,High,Primary,Poor,Moderate,Pass
24,Yes,Moderate,Fair,Poor,Sometimes,None,Yes,Very Poor,High,3,3,1,57,9,242,Medium,Secondary,Moderate,High,Pass
21,Yes,Active,Excellent,Average,Rarely,Low,No,Irregular,Moderate,1,1,3,81,0,218,High,Tertiary,Good,Low,Pass
30,No,Moderate,Good,Poor,Sometimes,Moderate,Yes,Very Poor,Moderate,2,3,1,21,10,349,Low,Primary,Poor,High,Pass
27,No,Active,Poor,Average,Always,None,No,Very Poor,Low,2,3,2,33,1,321,Medium,Secondary,Moderate,Low,Pass
29,Yes,Rarely,Poor,Good,Sometimes,None,Yes,Very Poor,High,1,1,2,34,5,233,Medium,Tertiary,Good,Low,Pass
19,Yes,Active,Fair,Poor,Sometimes,Low,No,Regular,Low,2,1,2,8,12,266,Low,Primary,Good,Low,Pass
27,Yes,Active,Fair,Average,Sometimes,Low,No,Irregular,High,1,1,2,3,9,226,Low,Tertiary,Moderate,Low,Pass
24,No,Active,Good,Good,Always,Moderate,No,Very Poor,Low,3,1,1,71,5,304,Medium,Tertiary,Good,High,Pass
29,No,Moderate,Excellent,Poor,Always,None,Yes,Very Poor,Moderate,3,3,3,95,2,102,High,Primary,Moderate,High,Fail
22,Yes,Rarely,Fair,Good,Always,High,Yes,Irregular,Low,2,3,1,62,2,333,Low,Secondary,Poor,Moderate,Pass
26,No,Active,Good,Average,Always,High,Yes,Very Poor,Moderate,3,3,2,3,9,241,Low,Primary,Good,High,Pass
29,No,Rarely,Excellent,Good,Always,Moderate,No,Regular,High,1,1,1,2,5,366,Low,Primary,Moderate,Moderate,Pass
25,No,Moderate,Good,Good,Rarely,Low,No,Very Poor,Low,2,2,2,11,6,242,High,Tertiary,Moderate,High,Pass
26,No,Active,Poor,Average,Always,Moderate,No,Very Poor,High,2,1,2,76,0,186,High,Tertiary,Good,Low,Fail
24,Yes,Rarely,Poor,Average,Sometimes,None,No,Regular,Low,1,3,2,80,2,242,Medium,Primary,Poor,Low,Pass
24,Yes,Moderate,Poor,Poor,Always,None,Yes,Regular,Low,3,1,3,68,7,384,Low,Primary,Poor,High,Pass
18,Yes,Moderate,Good,Poor,Sometimes,Moderate,No,Irregular,High,2,2,1,26,5,289,Low,Secondary,Poor,High,Pass
26,No,Moderate,Good,Poor,Rarely,Moderate,Yes,Regular,Low,1,2,1,78,9,348,High,Tertiary,Moderate,Moderate,Pass
22,Yes,Rarely,Good,Poor,Sometimes,None,Yes,Regular,Moderate,2,1,1,36,11,226,Medium,Secondary,Poor,Low,Pass
16,Yes,Moderate,Poor,Average,Always,Moderate,No,Regular,High,1,2,1,52,2,278,High,Secondary,Poor,Moderate,Pass
22,No,Rarely,Fair,Poor,Sometimes,None,Yes,Regular,Moderate,3,3,1,22,2,259,Low,Primary,Moderate,High,Pass
19,No,Moderate,Poor,Poor,Sometimes,High,No,Irregular,High,2,3,1,90,9,315,Low,Tertiary,Good,Moderate,Pass
